Brand,Model,Year,Price,KM_Driven,Fuel,Seller_Type,Transmission,Owner
Hyundai,Hyundai Grand i10 Magna AT,2016,520000,10510,Petrol,Dealer,Automatic,First Owner
Nissan,Nissan Sunny XL,2019,350000,40000,Petrol,Individual,Manual,First Owner
Hyundai,Hyundai Getz GLE,2013,,52600,Diesel,Individual,Manual,First Owner
Tata,Tata,2011,125000,,Petrol,,Manual,First Owner
Toyota,Toyota,2015,1700000,5000,Diesel,Individual,Manual,First Owner
Mahindra,Mahindra,2014,825000,90000,Diesel,Dealer,Manual,Third Owner
Mahindra,Mahindra,2014,550000,100000,Diesel,Individual,Manual,First Owner
Maruti,Maruti,2014,180000,120000,Petrol,Individual,Manual,First Owner
Hyundai,Hyundai i10 Sportz 1.2,2015,265000,47564,Petrol,Dealer,Manual,Second Owner
Maruti,Maruti,2011,80000,,Petrol,Individual,Manual,Second Owner
Mahindra,Mahindra Scorpio 1.99 S10,2005,1050000,50000,Diesel,Individual,Manual,First Owner
Volkswagen,Volkswagen Polo Diesel Comfortline 1.2L,2018,225000,120000,Diesel,Individual,Manual,First Owner
Honda,Honda,2014,600000,20000,Petrol,Individual,Manual,First Owner
Maruti,Maruti SX4 Celebration Petrol,2018,220000,90000,,,,Second Owner
Honda,Honda Mobilio V i VTEC,2016,600000,45000,Petrol,Individual,Manual,First Owner
Skoda,Skoda Laura Ambiente 2.0 TDI CR MT,2016,385000,52000,Diesel,Dealer,Manual,First Owner
Hyundai,Hyundai,2015,150000,30000,Petrol,Individual,Manual,First Owner
Hyundai,Hyundai Getz GLE,2017,110000,60000,Petrol,Individual,Manual,Fourth & Above Owner
Jaguar,Jaguar XF 2.2 Litre Luxury,2004,1964999,28000,Diesel,Dealer,Automatic,First Owner
Maruti,Maruti Alto 800 VXI,2012,,,Petrol,,Manual,
Hyundai,Hyundai i10 Magna 1.2 iTech SE,,,,Petrol,Dealer,Manual,Third Owner
Maruti,Maruti Eeco 7 Seater Standard BSIV,,,,,,,First Owner
Volkswagen,Volkswagen,2015,211000,45143,Petrol,Dealer,Manual,Second Owner
Toyota,Toyota,2013,,47162,Diesel,Trustmark Dealer,Automatic,First Owner
Maruti,Maruti,2015,500000,25000,Petrol,Individual,Manual,First Owner
Audi,Audi A6 2.0 TDI Premium Plus,2007,1470000,34000,Diesel,Dealer,Automatic,Second Owner
Maruti,Maruti Esteem Vxi - BSIII,2019,85000,60000,Petrol,Individual,Manual,Second Owner
Volkswagen,Volkswagen,2015,380000,97248,Petrol,Dealer,Manual,First Owner
Mahindra,Mahindra Xylo E4,2009,229999,230000,Diesel,Individual,Manual,Third Owner
Honda,Honda City i DTEC V,2005,560000,74000,Diesel,Individual,Manual,Second Owner
Maruti,Maruti Alto K10 VXI Airbag,2017,350000,5000,Petrol,Individual,Manual,First Owner
Renault,Renault Duster 110PS Diesel RxZ,2016,450000,120000,Diesel,Individual,Manual,First Owner
Chevrolet,Chevrolet Optra Magnum 2.0 LS BSIII,2010,180000,120000,Diesel,Individual,Manual,First Owner
Toyota,Toyota Corolla Altis D-4D J,2019,715000,234000,Diesel,Individual,Manual,First Owner
Volkswagen,Volkswagen,,,,,,,Second Owner
Chevrolet,Chevrolet Enjoy TCDi LTZ 7 Seater,2004,390000,33000,Diesel,Individual,Manual,Second Owner
Honda,Honda,2014,450000,7900,Petrol,Individual,Manual,First Owner
Chevrolet,Chevrolet,2011,106000,,Diesel,,Manual,First Owner
Hyundai,Hyundai,2011,350000,,Petrol,,Manual,First Owner
Maruti,Maruti Zen VXI,2012,120000,,Petrol,,Manual,
Maruti,Maruti,2014,95000,80000,Petrol,Individual,Manual,First Owner
Chevrolet,Chevrolet,,,,,,Manual,First Owner
Mahindra,Mahindra,2014,150000,172000,Diesel,Individual,Manual,Second Owner
Maruti,Maruti Alto LXi,2006,140000,100000,Petrol,Individual,Manual,First Owner
Mercedes-Benz,Mercedes-Benz,2013,4400000,100000,Diesel,,Automatic,Second Owner
Toyota,Toyota,2013,925000,75000,Diesel,,Manual,First Owner
Tata,Tata,2014,969999,30000,Diesel,Individual,Manual,First Owner
Chevrolet,Chevrolet Beat Diesel LT,2009,150000,60000,Diesel,Individual,Manual,First Owner
Chevrolet,Chevrolet Tavera Neo LS B3 - 7(C) seats BSIII,2006,280000,350000,Diesel,Individual,Manual,Second Owner
Tata,Tata Nano Lx,2012,75000,,Petrol,,Manual,
Honda,Honda Brio 1.2 VX MT,2012,,,Petrol,,Manual,
Maruti,Maruti Baleno Alpha 1.3,2016,610000,100000,Diesel,Individual,Manual,First Owner
Mahindra,Mahindra Bolero SLX 2WD BSIII,2011,430000,70000,Diesel,Individual,Manual,Second Owner
Hyundai,Hyundai EON Era Plus,2008,200000,70000,Petrol,Individual,Manual,First Owner
Maruti,Maruti Omni BSIII 8-STR W/ IMMOBILISER,2019,150000,50000,Petrol,Individual,Manual,Second Owner
Tata,Tata Indica Vista Aqua TDI BSIII,2008,120000,70000,Diesel,Individual,Manual,First Owner
Hyundai,Hyundai Sonata CRDi M/T,2007,600000,100000,Diesel,Individual,Manual,First Owner
Maruti,Maruti,2011,60000,,Petrol,,Manual,Second Owner
Mahindra,Mahindra,2012,550000,,Diesel,Individual,Manual,First Owner
Tata,Tata,2014,100000,120000,Diesel,Individual,Manual,Second Owner
Chevrolet,Chevrolet,2014,140000,60000,Petrol,Individual,Manual,First Owner
Maruti,Maruti,,,,,,,Second Owner
Toyota,Toyota Etios Liva 1.2 G,2020,430000,42000,Petrol,Dealer,Manual,Second Owner
Maruti,Maruti Swift ZDI Plus,2018,484999,73000,,,,Second Owner
Maruti,Maruti Eeco 7 Seater Standard BSIV,2009,390000,24000,Petrol,Individual,Manual,First Owner
Chevrolet,Chevrolet,2012,125000,,Petrol,,Manual,
Mahindra,Mahindra Scorpio 1.99 S10,2017,725000,135000,Diesel,Individual,Manual,Second Owner
Toyota,Toyota,2015,1330000,91195,Diesel,Dealer,Manual,First Owner
Maruti,Maruti,2013,600000,,,,Manual,First Owner
Mercedes-Benz,Mercedes-Benz New C-Class C 220 CDI Grand Edition,,,,Diesel,Individual,Automatic,First Owner
Fiat,Fiat,2013,350000,,Diesel,,Manual,Second Owner
Maruti,Maruti,2012,400000,,Diesel,,Manual,
Audi,Audi Q5 2.0 TFSI Quattro Premium Plus,2017,1850000,62237,Petrol,Dealer,Automatic,First Owner
Honda,Honda City i-VTEC CVT ZX,,,,,,,First Owner
Tata,Tata New Safari DICOR 2.2 EX 4x2,2018,350000,65000,,,,First Owner
Maruti,Maruti,2015,300000,75000,Petrol,Individual,Manual,First Owner
Audi,Audi A6 2.0 TDI  Design Edition,2005,1735000,50000,Diesel,Dealer,Automatic,First Owner
Renault,Renault KWID RXT,2007,350000,25000,Petrol,Individual,Manual,First Owner
Maruti,Maruti Alto LXi,2018,150000,90246,Petrol,Individual,Manual,Third Owner
Maruti,Maruti,2012,625000,,Diesel,,Manual,
Ford,Ford EcoSport 1.5 Diesel Titanium BSIV,2006,925000,35000,Diesel,Individual,Manual,First Owner
Hyundai,Hyundai i20 Asta 1.2,,,,Petrol,Individual,Manual,First Owner
Tata,Tata Zest Revotron 1.2T XMS,2017,400000,54000,Petrol,Dealer,Manual,Second Owner
Maruti,Maruti,2015,170000,97000,CNG,Individual,Manual,Second Owner
Mahindra,Mahindra Bolero Power Plus SLX,2007,628000,120000,Diesel,Individual,Manual,First Owner
Fiat,Fiat,2015,350000,130000,Diesel,Individual,Manual,First Owner
Maruti,Maruti Zen Estilo Sports,2017,140000,120000,Petrol,Individual,Manual,First Owner
Maruti,Maruti Baleno Delta 1.2,,,,,,,First Owner
Skoda,Skoda Laura Ambiente 2.0 TDI CR MT,2016,385000,52000,Diesel,Dealer,Manual,First Owner
Renault,Renault Scala RxL,2009,365000,55000,Petrol,Dealer,Manual,First Owner
Chevrolet,Chevrolet Beat Diesel LS,,,,Diesel,Individual,Manual,First Owner
Maruti,Maruti Swift VDI,2012,320000,,Diesel,,Manual,
Hyundai,Hyundai Getz GLE,2015,325000,20629,Petrol,Dealer,Manual,First Owner
Toyota,Toyota,,,,,Individual,,First Owner
Mahindra,Mahindra Scorpio S2 7 Seater,2018,750000,120000,Diesel,Individual,Manual,First Owner
Datsun,Datsun GO Plus T Option BSIV,2019,375000,20000,Petrol,Individual,Manual,Second Owner
Tata,Tata Manza Club Class Quadrajet90 VX,2018,170000,60400,Diesel,Individual,Manual,First Owner
Volkswagen,Volkswagen Polo 2015-2019 1.2 MPI Highline,,,,Petrol,Dealer,Manual,First Owner
Maruti,Maruti 800 AC BSIII,2008,100000,30000,Petrol,Individual,Manual,First Owner
BMW,BMW X5 xDrive 30d xLine,2016,4950000,30000,Diesel,Dealer,Automatic,First Owner
Mahindra,Mahindra KUV 100 mFALCON D75 K6,2018,430000,20000,Diesel,Individual,Manual,First Owner
Mahindra,Mahindra Bolero SLX,2011,350000,90000,Diesel,Individual,Manual,Second Owner
Maruti,Maruti Alto LXi,2019,90000,43826,Petrol,Dealer,Manual,Second Owner
Datsun,Datsun GO T Petrol,,,,Petrol,Dealer,Manual,First Owner
Maruti,Maruti,,,,,,Manual,First Owner
Honda,Honda City i-VTEC ZX,2017,1200000,29600,Petrol,Dealer,Manual,First Owner
Hyundai,Hyundai i20 1.2 Asta,2008,700000,10000,Petrol,Individual,Manual,First Owner
Land,Land Rover Discovery Sport SD4 HSE Luxury,,,,Diesel,Dealer,Automatic,First Owner
Mahindra,Mahindra Bolero SLX 2WD BSIII,2018,390000,150000,Diesel,Individual,Manual,Fourth & Above Owner
Toyota,Toyota Innova Crysta 2.5 VX BS IV,,,,Diesel,Individual,Manual,First Owner
Ford,Ford,2014,150000,186000,Diesel,Individual,Manual,Second Owner
Maruti,Maruti Omni MPI STD BSIV,,,,Petrol,Individual,Manual,First Owner
Chevrolet,Chevrolet,2014,160000,60000,Petrol,Individual,Manual,First Owner
Maruti,Maruti Alto LX,2016,155000,19077,Petrol,Individual,Manual,Second Owner
Hyundai,Hyundai Creta 1.6 CRDi SX Option,2017,950000,60000,Diesel,Individual,Manual,First Owner
Toyota,,2013,2600000,,,Individual,Automatic,First Owner
Tata,Tata,2015,220000,120000,Diesel,Individual,Manual,Second Owner
Ford,Ford,2013,180000,,Petrol,,Manual,
Tata,Tata,2014,185000,85000,Diesel,Individual,Manual,First Owner
Hyundai,Hyundai,2011,900000,,Diesel,,Manual,First Owner
Honda,Honda Jazz VX,2016,385000,11473,Petrol,Dealer,Manual,First Owner
Audi,Audi,2013,,58500,Diesel,Dealer,Automatic,First Owner
Hyundai,Hyundai Elite i20 Sportz Plus Dual Tone BSIV,2007,750000,15000,Petrol,Individual,Manual,First Owner
Mahindra,Mahindra XUV500 W5 BSIV,2017,1050000,35000,Diesel,Individual,Manual,First Owner
Toyota,Toyota Innova 2.5 V Diesel 7-seater,2010,1075000,160000,Diesel,Individual,Manual,Second Owner
Mahindra,Mahindra Xylo D4,2007,750000,87000,Diesel,Individual,Manual,First Owner
Hyundai,Hyundai EON 1.0 Kappa Magna Plus,2011,160000,,Petrol,Individual,Manual,First Owner
Maruti,Maruti,2011,229999,,CNG,,Manual,First Owner
Maruti,Maruti Vitara Brezza ZDi Plus AMT,2005,975000,4500,Diesel,Dealer,Automatic,First Owner
Honda,Honda Mobilio V i DTEC,2012,600000,,Diesel,,Manual,
Maruti,Maruti Zen Estilo LXI BSIII,2016,100000,80000,Petrol,Individual,Manual,Third Owner
Tata,Tata,,,,,,Manual,Second Owner
Maruti,Maruti,2014,380000,5000,Petrol,Individual,Manual,First Owner
Maruti,Maruti SX4 Vxi BSIV,2016,225000,110000,Petrol,Individual,Manual,Second Owner
Maruti,Maruti Swift LXI,2017,175000,70000,Petrol,Individual,Manual,First Owner
Maruti,Maruti Swift 1.3 VXi,2018,200000,45000,Petrol,Individual,Manual,First Owner
Maruti,Maruti Wagon R AMT VXI,2012,420000,,Petrol,,Automatic,
Honda,Honda Amaze VX i-DTEC,2009,500000,30000,Diesel,Individual,Manual,First Owner
Maruti,,2012,110000,,Petrol,Individual,Manual,
Maruti,Maruti,2013,425000,61083,Diesel,,Manual,First Owner
Maruti,Maruti,2015,500000,40000,Petrol,Individual,Automatic,First Owner
Chevrolet,Chevrolet,2014,330000,124000,Diesel,Individual,Manual,Second Owner
Maruti,Maruti Alto LXi,2006,160000,60000,Petrol,Individual,Manual,Second Owner
Hyundai,,2013,1650000,55000,Diesel,Individual,Manual,First Owner
Hyundai,Hyundai Grand i10 Asta,2018,341000,31491,Petrol,Individual,Manual,First Owner
Chevrolet,Chevrolet Beat LS,2012,180000,,Petrol,Individual,Manual,
Mahindra,Mahindra KUV 100 mFALCON D75 K8 AW,2016,350000,90000,Diesel,Individual,Manual,First Owner
Renault,Renault Duster 85PS Diesel RxL,2018,610000,32000,Diesel,Individual,Manual,Second Owner
Maruti,Petrol,2013,,7104,Petrol,Trustmark Dealer,Manual,First Owner
Tata,Tata Indica GLS BS IV,,,,Petrol,Individual,Manual,First Owner
Renault,Renault,2013,275000,14365,Petrol,,Manual,First Owner
Honda,Honda,,,,,Dealer,Manual,Second Owner
Maruti,Maruti Alto LX,2012,65000,,Petrol,,Manual,
Chevrolet,Chevrolet Beat PS,2019,200000,50000,Petrol,Individual,Manual,First Owner
Maruti,Maruti Omni MPI STD BSIV,2010,200000,10000,Petrol,Dealer,Manual,First Owner
Maruti,Maruti,2015,180000,56207,Petrol,Dealer,Manual,Second Owner
Maruti,,2013,,11918,Petrol,Individual,Manual,First Owner
Tata,Tata Indica DLE,,,,Diesel,Individual,Manual,First Owner
Maruti,Maruti Eeco 5 Seater AC BSIV,2016,425000,8352,Petrol,Dealer,Manual,First Owner
Honda,Honda,2013,900000,,Diesel,Individual,Manual,First Owner
Maruti,Maruti Alto 800 LXI,2018,285000,30000,,,,First Owner
Ford,Ford Figo Aspire 1.2 Ti-VCT Trend,2017,550000,35000,Petrol,Individual,Manual,First Owner
Nissan,Nissan Terrano XE D,2010,590000,65000,Diesel,Dealer,Manual,First Owner
Maruti,Maruti Swift Dzire VDI,2007,434000,79350,Diesel,Individual,Manual,Second Owner
Mahindra,Mahindra Xylo H4 ABS,2019,850000,40000,Diesel,Individual,Manual,First Owner
Skoda,,2012,860000,,Diesel,Individual,Automatic,
Hyundai,Hyundai,2014,55000,60000,Petrol,Individual,Manual,Third Owner
Maruti,Maruti,2015,325000,60000,Diesel,Individual,Manual,First Owner
Mahindra,,2015,400000,50000,Diesel,Individual,Manual,Second Owner
Renault,Renault,2014,650000,100000,Diesel,Individual,Manual,First Owner
Maruti,Maruti,2013,150000,,Petrol,,Manual,
Hyundai,Hyundai,2015,260000,125000,Diesel,Individual,Manual,Third Owner
Hyundai,Hyundai i20 Asta 1.4 CRDi,2008,430000,80000,Diesel,Individual,Manual,First Owner
Hyundai,Hyundai i20 Asta,2009,280000,110000,Petrol,Individual,Manual,Second Owner
Maruti,Maruti Ciaz ZDi SHVS,2009,685000,60000,Diesel,Individual,Manual,First Owner
Chevrolet,Chevrolet,2014,150000,66000,Diesel,Individual,Manual,First Owner
Hyundai,,2013,250000,,LPG,Individual,Manual,
Honda,Honda Mobilio E i DTEC,2017,660000,116000,Diesel,Individual,Manual,First Owner
Tata,Tata Indigo LX,2017,140000,60000,Diesel,Individual,Manual,Second Owner
Maruti,Maruti,2013,,46507,Diesel,Trustmark Dealer,Manual,First Owner
Hyundai,Hyundai Verna 1.6 SX,1998,600000,100000,Diesel,Individual,Manual,First Owner
Mahindra,Mahindra,2011,585000,,Diesel,,Manual,First Owner
Chevrolet,Chevrolet Beat Diesel LS,2017,160000,50000,Diesel,Individual,Manual,First Owner
Maruti,Maruti Alto LX,2017,100000,52000,Petrol,Individual,Manual,Second Owner
Hyundai,Hyundai Creta 1.6 SX Option,2007,1025000,9000,Petrol,Dealer,Manual,First Owner
Renault,Renault Duster 85PS Diesel RxL,2016,450000,1000,Diesel,Dealer,Manual,Second Owner
Ford,Ford Figo Aspire Facelift,2011,624000,,Diesel,,Manual,First Owner
Hyundai,Hyundai,2014,250000,88600,LPG,Individual,Manual,First Owner
Hyundai,Hyundai,2015,350000,90000,Petrol,Individual,Manual,Second Owner
Maruti,Maruti Vitara Brezza VDi Option,2017,725000,26350,Diesel,Individual,Manual,First Owner
Jaguar,Jaguar,2013,2050000,66363,Petrol,,Automatic,Second Owner
Tata,Tata Indica Vista TDI LS,2019,170000,107500,Diesel,Dealer,Manual,First Owner
Hyundai,Hyundai Verna CRDi,2018,270000,80000,Diesel,Individual,Manual,Second Owner
Mahindra,Mahindra KUV 100 D75 K2,2012,,,Diesel,,Manual,
Maruti,Maruti Baleno Zeta,,,,,Dealer,,First Owner
Hyundai,Hyundai Accent CRDi,2017,100000,120000,Diesel,Individual,Manual,Second Owner
Tata,Tata Nexon 1.2 Revotron XM,2009,430000,30000,Petrol,Individual,Manual,First Owner
Hyundai,Hyundai,2013,295000,21000,Petrol,,Manual,Second Owner
Maruti,Maruti,2014,750000,,,,Manual,First Owner
Maruti,Maruti Ritz VDi,2012,,,Diesel,,Manual,
Hyundai,Hyundai Verna SX,2018,155000,65000,,,,First Owner
Audi,Audi Q3 2.0 TDI Quattro Premium Plus,2017,1750000,127643,Diesel,Dealer,Automatic,First Owner
Hyundai,Hyundai i20 Asta 1.4 CRDi (Diesel),2016,250000,72000,Diesel,Individual,Manual,Second Owner
Hyundai,Hyundai i20 Magna 1.2,2008,540000,5000,Petrol,Individual,Manual,First Owner
Maruti,Maruti,2013,135000,50000,Petrol,,Manual,First Owner
Tata,Tata Indigo Grand Petrol,2004,250000,100000,Petrol,Individual,Manual,First Owner
Maruti,Maruti,2014,190000,70000,Petrol,Individual,Manual,First Owner
Maruti,Maruti Esteem Vxi - BSIII,2009,140000,70000,Petrol,Individual,Manual,Third Owner
Nissan,Nissan Terrano XL,2007,650000,76000,Petrol,Individual,Manual,Second Owner
Tata,Tata Nano LX,2016,60000,40000,Petrol,Individual,Manual,First Owner
Maruti,Maruti Wagon R LXI BS IV,2016,222000,70000,Petrol,Individual,Manual,First Owner
Ford,,2013,325000,,Diesel,Individual,Manual,
Mahindra,Mahindra,2015,450000,5000,Petrol,Individual,Manual,First Owner
Mahindra,Mahindra XUV500 W8 4WD,2017,650000,71042,Diesel,Dealer,Manual,First Owner
Chevrolet,Chevrolet,2013,239000,,,Individual,Manual,First Owner
Ford,,2013,400000,,Diesel,Individual,Manual,
Hyundai,,2011,755000,,Diesel,Individual,Manual,First Owner
Mahindra,Mahindra,2011,850000,,Diesel,,Manual,First Owner
Tata,Tata,,,,,,Manual,First Owner
Hyundai,Hyundai,2015,1150000,26430,Diesel,Dealer,Manual,First Owner
Maruti,Maruti Wagon R VXI BS IV with ABS,2005,290000,64000,Petrol,Individual,Manual,Second Owner
Tata,Tata,2014,75000,29900,Petrol,Individual,Manual,First Owner
Maruti,Maruti S-Cross Facelift,2010,800000,40000,Diesel,Individual,Manual,First Owner
Hyundai,Hyundai Getz GLE,2015,550000,50000,Diesel,Individual,Manual,First Owner
Maruti,Maruti Swift ZXI BSIV,2016,670000,7104,Petrol,Trustmark Dealer,Manual,First Owner
Toyota,,2015,919999,75000,Diesel,Individual,Manual,First Owner
Maruti,Maruti Ertiga VXI,,,,,,,First Owner
Mahindra,Mahindra,2013,509999,60000,Diesel,,Manual,First Owner
Honda,Honda Brio 1.2 S MT,2017,400000,15000,Petrol,Individual,Manual,First Owner
Mahindra,Mahindra,2015,711000,53600,Diesel,Dealer,Manual,First Owner
Datsun,Datsun,2011,250000,,Petrol,,Manual,Second Owner
Honda,Honda Mobilio V i DTEC,2010,300000,150000,Diesel,Individual,Manual,First Owner
Hyundai,Hyundai Santro LE zipPlus,2017,68000,70000,Petrol,Individual,Manual,First Owner
Honda,,2013,900000,,Petrol,Individual,Manual,
Maruti,Maruti Swift DDiS LDI,2017,550000,54000,Diesel,Dealer,Manual,First Owner
Tata,Tata,2013,225000,120000,Diesel,,Manual,First Owner
Maruti,Maruti Swift VDI BSIV,2019,195000,112880,Diesel,Dealer,Manual,First Owner
Datsun,Datsun RediGO 1.0 S,2007,210000,15000,Petrol,Dealer,Manual,Second Owner
Honda,Honda City VTEC,,,,,,,Fourth & Above Owner
Chevrolet,Chevrolet Beat LS,2012,225000,,Petrol,,Manual,
Ford,Ford,2013,600000,,Diesel,,Manual,
Tata,Tata Nexon 1.5 Revotorq XZ,,,,Diesel,Dealer,Manual,First Owner
BMW,BMW X1 sDrive 20d xLine,2007,2750000,13000,Diesel,Individual,Automatic,First Owner
Maruti,Maruti,2013,565000,65000,Diesel,,Manual,First Owner
Hyundai,Hyundai,,,,,,,First Owner
Skoda,Skoda,2015,599000,61624,Petrol,Dealer,Automatic,Second Owner
Ford,Ford,2015,350000,100000,Petrol,Individual,Manual,First Owner
Chevrolet,Chevrolet Beat LT,2009,320000,40000,Petrol,Individual,Manual,First Owner
Nissan,Nissan Terrano XL Plus 85 PS,,,,,,,Second Owner
Hyundai,Hyundai,2011,500000,,Petrol,,Manual,First Owner
Toyota,Toyota Innova 2.5 VX (Diesel) 8 Seater,2018,1500000,46412,Diesel,Individual,Manual,First Owner
Toyota,Toyota,2014,625000,80000,Diesel,Individual,Manual,Second Owner
Mahindra,Mahindra,2012,600000,,Diesel,,Manual,
Tata,Tata Indica Vista TDI LS,2017,250000,25000,Diesel,Individual,Manual,First Owner
Hyundai,Hyundai,2011,345000,,Petrol,,Manual,First Owner
Honda,Honda Amaze S i-Dtech,2019,300000,66755,Diesel,Dealer,Manual,First Owner
Hyundai,Hyundai,2011,350000,,Diesel,,Manual,Second Owner
Tata,Tata Indigo CR4,2017,170000,60000,Diesel,Individual,Manual,First Owner
Volvo,Volvo V40 D3 R Design,2007,1975000,21000,Diesel,Dealer,Automatic,First Owner
Toyota,Toyota,2015,1700000,75000,Diesel,Individual,Automatic,First Owner
Hyundai,Hyundai,2014,229999,60000,LPG,Individual,Manual,Second Owner
Maruti,Maruti,2014,135000,90000,Petrol,Individual,Manual,First Owner
Maruti,Maruti,2015,500000,20000,Petrol,Individual,Manual,First Owner
Skoda,Skoda Fabia 1.2L Diesel Ambiente,2010,180000,87000,Diesel,Dealer,Manual,Second Owner
Chevrolet,Chevrolet,2013,,41000,Petrol,Dealer,Manual,First Owner
Audi,Audi A6 2.0 TDI Premium Plus,2016,1300000,58500,Diesel,Dealer,Automatic,First Owner
Honda,Honda,2013,325000,65000,Diesel,,Manual,First Owner
Maruti,Maruti Alto LXi,2006,151000,66764,Petrol,Dealer,Manual,Second Owner
Mahindra,Mahindra XUV500 W11 Option AT AWD,2012,1850000,,Diesel,Individual,Automatic,
Renault,Renault,2013,450000,,,,Manual,Second Owner
Maruti,Maruti,2015,80000,70000,Petrol,Individual,Manual,First Owner
Maruti,Maruti Wagon R LXI,2012,,,Petrol,,Manual,
Renault,Renault Duster 110PS Diesel RxZ,2009,434999,110000,Diesel,Individual,Manual,Second Owner
Toyota,Toyota,2015,2800000,20000,Diesel,Individual,Automatic,First Owner
Hyundai,Hyundai,2015,530000,89000,Petrol,Individual,Manual,Second Owner
Maruti,Maruti SX4 Celebration Diesel,2010,285000,80000,Diesel,Individual,Manual,Second Owner
Maruti,Maruti,2014,114999,30000,Petrol,Individual,Manual,First Owner
Tata,Tata,2015,68000,120000,Petrol,Individual,Manual,Second Owner
Maruti,Maruti,2012,275000,,Diesel,,Manual,
Ford,Ford Endeavour 4x4 XLT,2012,275000,,Diesel,,Manual,
Tata,Tata Nano Cx BSIV,2018,75000,35000,Petrol,Individual,Manual,Second Owner
Honda,Honda Mobilio V i DTEC,2010,300000,150000,Diesel,Individual,Manual,First Owner
Tata,Tata,2012,350000,,Petrol,,Automatic,
Honda,Honda Brio E MT,2012,300000,,Petrol,Individual,Manual,
Honda,Honda Jazz 1.5 VX i DTEC,2018,450000,38000,,,,First Owner
Tata,Tata Indigo LS Dicor,2012,220000,,Diesel,Individual,Manual,
Maruti,Maruti,,,,,,,Second Owner
Maruti,Maruti Swift VDI,2018,390000,90000,Diesel,Individual,Manual,First Owner
Maruti,Maruti,2015,250000,60000,Petrol,Individual,Manual,Third Owner
Tata,Tata Tigor 1.2 Revotron XT,2018,450000,8500,Petrol,Individual,Manual,First Owner
Honda,Honda Amaze S i-VTEC,2007,495000,11958,Petrol,Dealer,Manual,First Owner
Hyundai,Hyundai EON Magna Plus,2017,220000,42000,Petrol,Individual,Manual,First Owner
Skoda,Skoda Laura Elegance 1.9 TDI  AT,,,,,,,Second Owner
Renault,Renault KWID RXT Optional,2017,250000,25000,Petrol,Individual,Manual,First Owner
Audi,Audi A6 2.0 TDI Premium Plus,,,,,,,First Owner
Maruti,Maruti,2015,330000,55425,Petrol,Dealer,Manual,First Owner
Hyundai,Hyundai i20 Active 1.2 SX,2012,600000,,Petrol,,Manual,
Maruti,Maruti,2015,299000,54565,Petrol,Dealer,Manual,First Owner
Mahindra,Mahindra,2014,311000,140000,Diesel,Individual,Manual,First Owner
Maruti,Maruti,,,,,,,First Owner
